station_id,tile_id,country,river,station,latitude,longitude,area,reference.db,reference.no,metadata_country,metadata_river,metadata_station,metadata_latitude,metadata_longitude,metadata_area,characteristics_quality,characteristics_latitude,characteristics_longitude,characteristics_area_est,characteristics_dist_km,metadata_joined,characteristics_joined,catchment_shapefile_exists,point_geometry_available,basin_geometry_available,geometry_readiness,geometry_source
br_0000201,S15_W060,BR,,HUMBOLDT,-10.1694,-59.4661,15200.0,ana,15750000,BR,,HUMBOLDT,-10.1694,-59.4661,15200.0,High,-10.1688,-59.4688,15312.66,0.3028,True,True,True,True,True,basin_geometry_ready,GSIM catchment shapefile archive; local path removed
br_0000252,S15_W060,BR,RIO JURUENA,FONTANILHAS,-11.3583,-58.3428,55900.0,ana,17093000,BR,RIO JURUENA,FONTANILHAS,-11.3583,-58.3428,55900.0,High,-11.3563,-58.3396,56060.27,0.4135,True,True,True,True,True,basin_geometry_ready,GSIM catchment shapefile archive; local path removed
br_0000253,S15_W060,BR,RIO DO SANGUE,FAZENDA TOMBADOR,-11.7181,-58.0481,24700.0,ana,17095000,BR,RIO DO SANGUE,FAZENDA TOMBADOR,-11.7181,-58.0481,24700.0,High,-11.7188,-58.0479,25209.23,0.0808,True,True,True,True,True,basin_geometry_ready,GSIM catchment shapefile archive; local path removed
br_0000257,S15_W060,BR,RIO ARINOS,,-11.5367,-57.4236,37100.0,ana,17120000,BR,RIO ARINOS,,-11.5367,-57.4236,37100.0,High,-11.5354,-57.4271,37201.39,0.4075,True,True,True,True,True,basin_geometry_ready,GSIM catchment shapefile archive; local path removed
br_0000262,S15_W060,BR,,PORTO RONCADOR,-13.5575,-55.3347,10800.0,ana,17200000,BR,,PORTO RONCADOR,-13.5575,-55.3347,10800.0,High,-13.5563,-55.3313,10878.8,0.3908,True,True,True,True,True,basin_geometry_ready,GSIM catchment shapefile archive; local path removed
br_0000265,S15_W060,BR,,,-11.6517,-55.7025,34600.0,ana,17280000,BR,,,-11.6517,-55.7025,34600.0,High,-11.6521,-55.7021,34826.56,0.0622,True,True,True,True,True,basin_geometry_ready,GSIM catchment shapefile archive; local path removed
br_0000267,S15_W060,BR,,INDECO,-10.1133,-55.5706,52200.0,ana,17340000,BR,,INDECO,-10.1133,-55.5706,52200.0,High,-10.1104,-55.5688,52574.7,0.3777,True,True,True,True,True,basin_geometry_ready,GSIM catchment shapefile archive; local path removed
br_0002740,S15_W060,BR,RIO SANTANA,,-14.4517,-56.8142,1600.0,ana,66006000,BR,RIO SANTANA,,-14.4517,-56.8142,1600.0,High,-14.4521,-56.8146,1647.129,0.0619,True,True,True,True,True,basin_geometry_ready,GSIM catchment shapefile archive; local path removed
br_0002745,S15_W060,BR,RIO SEPOTUBA,,-14.8508,-57.7689,5290.0,ana,66050000,BR,RIO SEPOTUBA,,-14.8508,-57.7689,5290.0,High,-14.8521,-57.7688,5320.59,0.1449,True,True,True,True,True,basin_geometry_ready,GSIM catchment shapefile archive; local path removed
br_0002759,S15_W060,BR,,,-14.5417,-55.8489,2320.0,ana,66140000,BR,,,-14.5417,-55.8489,2320.0,High,-14.5563,-55.8313,2388.682,2.4932,True,True,True,True,True,basin_geometry_ready,GSIM catchment shapefile archive; local path removed
br_0002762,S15_W060,BR,,,-14.6536,-56.1322,4260.0,ana,66160000,BR,,,-14.6536,-56.1322,4260.0,High,-14.6563,-56.1313,4334.958,0.3153,True,True,True,True,True,basin_geometry_ready,GSIM catchment shapefile archive; local path removed
br_0002770,S15_W060,BR,RIO DA CASCA,MONTANTE DA BARRA,-14.9367,-55.7656,5000.0,ana,66200000,BR,RIO DA CASCA,MONTANTE DA BARRA,-14.9367,-55.7656,5000.0,High,-14.9313,-55.7604,4961.94,0.8197,True,True,True,True,True,basin_geometry_ready,GSIM catchment shapefile archive; local path removed
br_0002771,S15_W060,BR,RIO DA CASCA,,-14.9369,-55.7664,5010.0,ana,66201000,BR,RIO DA CASCA,,-14.9369,-55.7664,5010.0,High,-14.9313,-55.7604,4961.94,0.8957,True,True,True,True,True,basin_geometry_ready,GSIM catchment shapefile archive; local path removed
br_0002773,S15_W060,BR,RIO MANSO,FAZENDA RAIZAMA (COIMBRA) - F6,-14.845,-55.8556,9580.0,ana,66231000,BR,RIO MANSO,FAZENDA RAIZAMA (COIMBRA) - F6,-14.845,-55.8556,9580.0,High,-14.8438,-55.8521,9555.375,0.3989,True,True,True,True,True,basin_geometry_ready,GSIM catchment shapefile archive; local path removed
br_0002776,S15_W060,BR,,,-14.8342,-56.4139,16000.0,ana,66250001,BR,,,-14.8342,-56.4139,16000.0,High,-14.8354,-56.4146,16200.91,0.1531,True,True,True,True,True,basin_geometry_ready,GSIM catchment shapefile archive; local path removed
bw_0000002,S25_E025,BW,NATA,OLD BRIDGE (67921013),-20.2333,26.1667,6543.0,grdb,1357600,BW,NATA,OLD BRIDGE (67921013),-20.2333,26.1667,6543.0,Caution,-20.2313,26.1646,0.2005,0.312,True,True,True,True,True,basin_geometry_ready,GSIM catchment shapefile archive; local path removed
bw_0000003,S25_E025,BW,MOSOPE,MATSITAMA (67921011),-21.0,26.75,584.0,grdb,1357700,BW,MOSOPE,MATSITAMA (67921011),-21.0,26.75,584.0,Medium,-21.0104,26.7562,633.3914,1.3226,True,True,True,True,True,basin_geometry_ready,GSIM catchment shapefile archive; local path removed
bw_0000004,S25_E025,BW,TATI,TATI WEIR (67535411),-21.0,26.75,646.0,grdb,1357710,BW,TATI,TATI WEIR (67535411),-21.0,26.75,646.0,High,-21.0104,26.7562,633.3914,1.3226,True,True,True,True,True,basin_geometry_ready,GSIM catchment shapefile archive; local path removed
bw_0000005,S25_E025,BW,SHASHE,MOOKE WEIR (67535161),-21.15,27.35,2497.0,grdb,1396010,BW,SHASHE,MOOKE WEIR (67535161),-21.15,27.35,2497.0,High,-21.1479,27.3521,2488.584,0.3191,True,True,True,True,True,basin_geometry_ready,GSIM catchment shapefile archive; local path removed
bw_0000006,S25_E025,BW,NTSHE,NTSHE WEIR (67535511),-21.0833,27.5,788.0,grdb,1396020,BW,NTSHE,NTSHE WEIR (67535511),-21.0833,27.5,788.0,High,-21.0896,27.5146,799.4904,1.6678,True,True,True,True,True,basin_geometry_ready,GSIM catchment shapefile archive; local path removed
bw_0000009,S25_E025,BW,LOTSANE,PALAPSE (67537031),-22.5667,27.65,3507.0,grdb,1396201,BW,LOTSANE,PALAPSE (67537031),-22.5667,27.65,3507.0,Caution,-22.5646,27.6479,0.1973,0.3176,True,True,True,True,True,basin_geometry_ready,GSIM catchment shapefile archive; local path removed
bw_0000010,S25_E025,BW,MOTSETSE,MOTSETSE (67921012),-22.5667,27.65,1048.0,grdb,1396210,BW,MOTSETSE,MOTSETSE (67921012),-22.5667,27.65,1048.0,Caution,-22.5646,27.6479,0.1973,0.3176,True,True,True,True,True,basin_geometry_ready,GSIM catchment shapefile archive; local path removed
bw_0000011,S25_E025,BW,MAHAPSWE,MADIBA (67537022),-23.05,26.8167,929.0,grdb,1396400,BW,MAHAPSWE,MADIBA (67537022),-23.05,26.8167,929.0,Low,-23.0479,26.8187,744.2564,0.3103,True,True,True,True,True,basin_geometry_ready,GSIM catchment shapefile archive; local path removed
cn_0000182,N30_E110,CN,HUAI HE,CHANGTAIGUAN,32.3142,114.0606,3090.0,grdb,2181951,CN,HUAI HE,CHANGTAIGUAN,32.3142,114.0606,3090.0,High,32.3104,114.0646,3013.297,0.5652,True,True,True,True,True,basin_geometry_ready,GSIM catchment shapefile archive; local path removed
cn_0000184,N30_E110,CN,HONGSHUI HE,TIANE,30.7667,113.5833,105535.0,grdb,2182050,CN,HONGSHUI HE,TIANE,30.7667,113.5833,105535.0,Caution,30.7687,113.5812,0.3671,0.2993,True,True,True,True,True,basin_geometry_ready,GSIM catchment shapefile archive; local path removed
cn_0000186,N30_E110,CN,LAOGUAN HE,XIXIA,33.2892,111.4744,3418.0,grdb,2182250,CN,LAOGUAN HE,XIXIA,33.2892,111.4744,3418.0,Medium,33.2896,111.4729,3213.512,0.1463,True,True,True,True,True,basin_geometry_ready,GSIM catchment shapefile archive; local path removed
in_0000127,N10_E075,IN,Krishna,Haralahalli,14.8261,75.6731,14582.0,wris,AKL00S8,IN,Krishna,Haralahalli,14.8261,75.6731,14582.0,High,14.8271,75.6729,14500.62,0.1132,True,True,True,True,True,basin_geometry_ready,GSIM catchment shapefile archive; local path removed
in_0000128,N10_E075,IN,Krishna,Honnali,14.2383,75.6583,7075.0,wris,AKL00X6,IN,Krishna,Honnali,14.2383,75.6583,7075.0,High,14.2396,75.6562,7359.272,0.2684,True,True,True,True,True,basin_geometry_ready,GSIM catchment shapefile archive; local path removed
in_0000136,N10_E075,IN,Krishna,Shimoga,13.9269,75.585,2831.0,wris,AKLDOC6,IN,Krishna,Shimoga,13.9269,75.585,2831.0,High,13.9271,75.5854,2716.333,0.0485,True,True,True,True,True,basin_geometry_ready,GSIM catchment shapefile archive; local path removed
in_0000172,N10_E075,IN,Cauvery,Musiri,10.9433,78.435,66243.0,wris,CC000G4,IN,Cauvery,Musiri,10.9433,78.435,66243.0,High,10.9437,78.4312,69605.14,0.417,True,True,True,True,True,basin_geometry_ready,GSIM catchment shapefile archive; local path removed
in_0000173,N10_E075,IN,Cauvery,Kodumudi,11.0811,77.8903,53233.0,wris,CC000I7,IN,Cauvery,Kodumudi,11.0811,77.8903,53233.0,High,11.0812,77.8896,52780.65,0.0771,True,True,True,True,True,basin_geometry_ready,GSIM catchment shapefile archive; local path removed
in_0000174,N10_E075,IN,Cauvery,Urachikottai,11.4778,77.7,44100.0,wris,CC000K5,IN,Cauvery,Urachikottai,11.4778,77.7,44100.0,High,11.4771,77.7021,44851.23,0.2416,True,True,True,True,True,basin_geometry_ready,GSIM catchment shapefile archive; local path removed
in_0000175,N10_E075,IN,Cauvery,Biligundulu,12.18,77.73,36682.0,wris,CC000N7,IN,Cauvery,Biligundulu,12.18,77.73,36682.0,High,12.1812,77.7312,37364.87,0.1865,True,True,True,True,True,basin_geometry_ready,GSIM catchment shapefile archive; local path removed
in_0000176,N10_E075,IN,Cauvery,Kollegal,12.1892,77.1,21082.0,wris,CC000R5,IN,Cauvery,Kollegal,12.1892,77.1,21082.0,High,12.1896,77.0979,21629.09,0.2324,True,True,True,True,True,basin_geometry_ready,GSIM catchment shapefile archive; local path removed
in_0000188,N10_E075,IN,Cauvery,Savandapur,11.5217,77.51,5776.0,wris,CCG00E3,IN,Cauvery,Savandapur,11.5217,77.51,5776.0,High,11.5187,77.5104,5596.889,0.3362,True,True,True,True,True,basin_geometry_ready,GSIM catchment shapefile archive; local path removed
in_0000190,N10_E075,IN,Cauvery,Thengumarahada,11.5728,76.9192,1370.0,wris,CCGI0E9,IN,Cauvery,Thengumarahada,11.5728,76.9192,1370.0,High,11.5729,76.9187,1337.159,0.0556,True,True,True,True,True,basin_geometry_ready,GSIM catchment shapefile archive; local path removed
in_0000196,N10_E075,IN,Cauvery,T.K. Halli,12.4167,77.1925,7890.0,wris,CCM00B9,IN,Cauvery,T.K. Halli,12.4167,77.1925,7890.0,High,12.4187,77.1937,8112.159,0.2576,True,True,True,True,True,basin_geometry_ready,GSIM catchment shapefile archive; local path removed
in_0000198,N10_E075,IN,Cauvery,T. Narasipur,12.23,76.8961,7000.0,wris,CCP00B1,IN,Cauvery,T. Narasipur,12.23,76.8961,7000.0,High,12.2312,76.8937,7028.732,0.2928,True,True,True,True,True,basin_geometry_ready,GSIM catchment shapefile archive; local path removed
in_0000199,N10_E075,IN,Cauvery,K.M.Vadi,12.3422,76.2875,1330.0,wris,CCQ00E9,IN,Cauvery,K.M.Vadi,12.3422,76.2875,1330.0,Medium,12.3437,76.2854,1436.867,0.2824,True,True,True,True,True,basin_geometry_ready,GSIM catchment shapefile archive; local path removed
in_0000202,N10_E075,IN,Cauvery,M.H. Halli,12.8189,76.1333,3050.0,wris,CCR00M8,IN,Cauvery,M.H. Halli,12.8189,76.1333,3050.0,High,12.8187,76.1354,3025.279,0.2286,True,True,True,True,True,basin_geometry_ready,GSIM catchment shapefile archive; local path removed
in_0000209,N10_E075,IN,Ponnaiyar,Vazhavachanur,12.0667,78.9775,10780.0,wris,CP000H2,IN,Ponnaiyar,Vazhavachanur,12.0667,78.9775,10780.0,Medium,12.0646,78.9771,11574.95,0.2374,True,True,True,True,True,basin_geometry_ready,GSIM catchment shapefile archive; local path removed
in_0000210,N10_E075,IN,Ponnaiyar,Gummanur,12.555,78.1386,4620.0,wris,CP000R5,IN,Ponnaiyar,Gummanur,12.555,78.1386,4620.0,Medium,12.5562,78.1396,5094.878,0.1719,True,True,True,True,True,basin_geometry_ready,GSIM catchment shapefile archive; local path removed
in_0000219,N10_E075,IN,Vaigai,Theni,10.0011,77.485,1200.0,wris,CVA00D4,IN,Vaigai,Theni,10.0011,77.485,1200.0,Low,10.0021,77.4854,1339.534,0.1194,True,True,True,True,True,basin_geometry_ready,GSIM catchment shapefile archive; local path removed
in_0000276,N10_E075,IN,Bharathapuzha,Ambarampalayam,10.5958,76.9542,950.0,wris,KR000U2,IN,Bharathapuzha,Ambarampalayam,10.5958,76.9542,950.0,High,10.6271,76.9479,921.767,3.5456,True,True,True,True,True,basin_geometry_ready,GSIM catchment shapefile archive; local path removed
in_0000280,N10_E075,IN,Periyar,Arangaly,10.2814,76.3153,1342.0,wris,KSA00F3,IN,Periyar,Arangaly,10.2814,76.3153,1342.0,High,10.2812,76.3146,1307.467,0.0797,True,True,True,True,True,basin_geometry_ready,GSIM catchment shapefile archive; local path removed
in_0000315,N10_E075,IN,Nethravathi,Bantwal,12.8844,75.0431,3184.0,wris,WN000G9,IN,Nethravathi,Bantwal,12.8844,75.0431,3184.0,High,12.8854,75.0437,3250.64,0.1287,True,True,True,True,True,basin_geometry_ready,GSIM catchment shapefile archive; local path removed
us_0005035,N35_W100,US,TURKEY CREEK,"NEAR SENECA, KS",39.9477773,-96.1086149,276.0,usgs,6814000,US,TURKEY CREEK,"NEAR SENECA, KS",39.9477773,-96.1086149,276.0,High,39.9521,-96.1104,718.6131,0.5039,True,True,True,True,True,basin_geometry_ready,GSIM catchment shapefile archive; local path removed
us_0005090,N35_W100,US,PRAIRIE DOG CREEK,"AT NORTON, KS",39.81000548,-99.9220683,684.0,usgs,6848000,US,PRAIRIE DOG CREEK,"AT NORTON, KS",39.81000548,-99.9220683,684.0,High,39.8104,-99.9229,1792.208,0.0834,True,True,True,True,True,basin_geometry_ready,GSIM catchment shapefile archive; local path removed
us_0005091,N35_W100,US,PRAIRIE DOG CREEK,"NEAR WOODRUFF, KS",39.9787043,-99.4786584,1007.0,usgs,6848500,US,PRAIRIE DOG CREEK,"NEAR WOODRUFF, KS",39.9787043,-99.4786584,1007.0,High,39.9812,-99.4938,2527.826,1.3188,True,True,True,True,True,basin_geometry_ready,GSIM catchment shapefile archive; local path removed
us_0005095,N35_W100,US,WHITE ROCK CREEK,"NEAR BURR OAK, KS",39.89918,-98.2503276,227.0,usgs,6853800,US,WHITE ROCK CREEK,"NEAR BURR OAK, KS",39.89918,-98.2503276,227.0,High,39.8979,-98.2479,585.4419,0.2511,True,True,True,True,True,basin_geometry_ready,GSIM catchment shapefile archive; local path removed
us_0005096,N35_W100,US,WHITE ROCK CREEK,"AT LOVEWELL, KS",39.88417866,-98.0225448,345.0,usgs,6854000,US,WHITE ROCK CREEK,"AT LOVEWELL, KS",39.88417866,-98.0225448,345.0,High,39.8854,-98.0229,876.028,0.1391,True,True,True,True,True,basin_geometry_ready,GSIM catchment shapefile archive; local path removed
us_0005097,N35_W100,US,BUFFALO CREEK,"NEAR JAMESTOWN, KS",39.6145692,-97.8568182,330.0,usgs,6855800,US,BUFFALO CREEK,"NEAR JAMESTOWN, KS",39.6145692,-97.8568182,330.0,High,39.6146,-97.8563,872.2371,0.0445,True,True,True,True,True,basin_geometry_ready,GSIM catchment shapefile archive; local path removed
us_0005098,N35_W100,US,REPUBLICAN RIVER,"AT CLAY CENTER, KS",39.3555515,-97.1275203,17042.0,usgs,6856600,US,REPUBLICAN RIVER,"AT CLAY CENTER, KS",39.3555515,-97.1275203,17042.0,Low,39.3562,-97.1271,63726.66,0.0806,True,True,True,True,True,basin_geometry_ready,GSIM catchment shapefile archive; local path removed
us_0005103,N35_W100,US,SMOKY HILL RIVER,"AT CEDAR BLUFF DAM, KS",38.78342095,-99.7114856,5530.0,usgs,6862000,US,SMOKY HILL RIVER,"AT CEDAR BLUFF DAM, KS",38.78342095,-99.7114856,5530.0,High,38.7896,-99.7146,13669.07,0.7377,True,True,True,True,True,basin_geometry_ready,GSIM catchment shapefile archive; local path removed
us_0005104,N35_W100,US,SMOKY HILL RIVER,"NEAR SCHOENCHEN, KS",38.71167927,-99.3470492,5760.0,usgs,6862700,US,SMOKY HILL RIVER,"NEAR SCHOENCHEN, KS",38.71167927,-99.3470492,5760.0,High,38.7104,-99.3479,14285.71,0.1602,True,True,True,True,True,basin_geometry_ready,GSIM catchment shapefile archive; local path removed
us_0005105,N35_W100,US,SMOKY HILL RIVER,"BELOW SCHOENCHEN, KS",38.71223475,-99.292325,5810.0,usgs,6862850,US,SMOKY HILL RIVER,"BELOW SCHOENCHEN, KS",38.71223475,-99.292325,5810.0,High,38.7146,-99.2938,14405.39,0.2923,True,True,True,True,True,basin_geometry_ready,GSIM catchment shapefile archive; local path removed
us_0005107,N35_W100,US,BIG CREEK,"NEAR HAYS, KS",38.852234,-99.3181589,549.0,usgs,6863500,US,BIG CREEK,"NEAR HAYS, KS",38.852234,-99.3181589,549.0,High,38.8562,-99.3104,1425.22,0.8032,True,True,True,True,True,basin_geometry_ready,GSIM catchment shapefile archive; local path removed
us_0005110,N35_W100,US,SMOKY HILL RIVER,"NEAR BUNKER HILL, KS",38.79390014,-98.781192,7075.0,usgs,6864050,US,SMOKY HILL RIVER,"NEAR BUNKER HILL, KS",38.79390014,-98.781192,7075.0,High,38.7937,-98.7813,18033.29,0.0241,True,True,True,True,True,basin_geometry_ready,GSIM catchment shapefile archive; local path removed
us_0005111,N35_W100,US,SMOKY HILL RIVER,"AT ELLSWORTH, KS",38.72667589,-98.2336684,7580.0,usgs,6864500,US,SMOKY HILL RIVER,"AT ELLSWORTH, KS",38.72667589,-98.2336684,7580.0,High,38.7271,-98.2354,19212.1,0.1573,True,True,True,True,True,basin_geometry_ready,GSIM catchment shapefile archive; local path removed
us_0005112,N35_W100,US,SMOKY HILL RIVER,"NEAR LANGLEY, KS",38.61139679,-97.952826,7857.0,usgs,6865500,US,SMOKY HILL RIVER,"NEAR LANGLEY, KS",38.61139679,-97.952826,7857.0,High,38.6104,-97.9521,19981.13,0.1275,True,True,True,True,True,basin_geometry_ready,GSIM catchment shapefile archive; local path removed
us_0005113,N35_W100,US,SMOKY HILL RIVER,"NEAR MENTOR, KS",38.7111152,-97.5717015,,usgs,6866500,US,SMOKY HILL RIVER,"NEAR MENTOR, KS",38.7111152,-97.5717015,,Caution,,,0.1667005,,True,True,True,True,True,basin_geometry_ready,GSIM catchment shapefile archive; local path removed
us_0005115,N35_W100,US,SALINE RIVER,"NEAR RUSSELL, KS",38.96584479,-98.8545276,1502.0,usgs,6867000,US,SALINE RIVER,"NEAR RUSSELL, KS",38.96584479,-98.8545276,1502.0,High,38.9646,-98.8563,3852.039,0.2064,True,True,True,True,True,basin_geometry_ready,GSIM catchment shapefile archive; local path removed
us_0005116,N35_W100,US,SALINE RIVER,"AT WILSON DAM, KS",38.9747332,-98.4903429,1917.0,usgs,6868200,US,SALINE RIVER,"AT WILSON DAM, KS",38.9747332,-98.4903429,1917.0,High,38.9729,-98.4896,4995.105,0.2136,True,True,True,True,True,basin_geometry_ready,GSIM catchment shapefile archive; local path removed
us_0005117,N35_W100,US,SALINE RIVER,"AT TESCOTT, KS",39.0038923,-97.8739316,2820.0,usgs,6869500,US,SALINE RIVER,"AT TESCOTT, KS",39.0038923,-97.8739316,2820.0,High,39.0062,-97.8729,7358.567,0.2715,True,True,True,True,True,basin_geometry_ready,GSIM catchment shapefile archive; local path removed
us_0005119,N35_W100,US,SMOKY HILL RIVER,"AT NEW CAMBRIA, KS",38.86389009,-97.4833639,11730.0,usgs,6870200,US,SMOKY HILL RIVER,"AT NEW CAMBRIA, KS",38.86389009,-97.4833639,11730.0,High,38.8604,-97.4813,29785.46,0.427,True,True,True,True,True,basin_geometry_ready,GSIM catchment shapefile archive; local path removed
us_0005121,N35_W100,US,NF SOLOMON RIVER,"AT GLADE, KS",39.6730652,-99.3095409,849.0,usgs,6871000,US,NF SOLOMON RIVER,"AT GLADE, KS",39.6730652,-99.3095409,849.0,Low,39.6729,-99.3104,2430.669,0.0757,True,True,True,True,True,basin_geometry_ready,GSIM catchment shapefile archive; local path removed
us_0005122,N35_W100,US,BOW CREEK,"NEAR STOCKTON, KS",39.5594542,-99.2859298,341.0,usgs,6871500,US,BOW CREEK,"NEAR STOCKTON, KS",39.5594542,-99.2859298,341.0,High,39.5604,-99.2854,907.5071,0.1145,True,True,True,True,True,basin_geometry_ready,GSIM catchment shapefile archive; local path removed
us_0005123,N35_W100,US,NF SOLOMON RIVER,"AT KIRWIN, KS",39.6600106,-99.115644,1367.0,usgs,6871800,US,NF SOLOMON RIVER,"AT KIRWIN, KS",39.6600106,-99.115644,1367.0,High,39.6604,-99.1146,3596.172,0.0992,True,True,True,True,True,basin_geometry_ready,GSIM catchment shapefile archive; local path removed
us_0005124,N35_W100,US,NF SOLOMON RIVER,"AT PORTIS, KS",39.55501079,-98.6922942,2315.0,usgs,6872500,US,NF SOLOMON RIVER,"AT PORTIS, KS",39.55501079,-98.6922942,2315.0,High,39.5521,-98.6938,6214.12,0.3482,True,True,True,True,True,basin_geometry_ready,GSIM catchment shapefile archive; local path removed
us_0005125,N35_W100,US,SF SOLOMON RIVER,"ABOVE WEBSTER RE, KS",39.37667456,-99.5801096,1040.0,usgs,6873000,US,SF SOLOMON RIVER,"ABOVE WEBSTER RE, KS",39.37667456,-99.5801096,1040.0,High,39.3771,-99.5813,2692.217,0.1127,True,True,True,True,True,basin_geometry_ready,GSIM catchment shapefile archive; local path removed
us_0005126,N35_W100,US,SF SOLOMON RIVER,"BELOW WEBSTER RE, KS",39.40967015,-99.4160333,1150.0,usgs,6873200,US,SF SOLOMON RIVER,"BELOW WEBSTER RE, KS",39.40967015,-99.4160333,1150.0,High,39.4104,-99.4146,3003.716,0.1474,True,True,True,True,True,basin_geometry_ready,GSIM catchment shapefile archive; local path removed
us_0005127,N35_W100,US,SF SOLOMON RIVER,"AT WOODSTON, KS",39.4397325,-99.1017567,1502.0,usgs,6873460,US,SF SOLOMON RIVER,"AT WOODSTON, KS",39.4397325,-99.1017567,1502.0,High,39.4396,-99.1021,4078.512,0.0329,True,True,True,True,True,basin_geometry_ready,GSIM catchment shapefile archive; local path removed
us_0005128,N35_W100,US,SF SOLOMON RIVER,"AT OSBORNE, KS",39.42778826,-98.6942395,2012.0,usgs,6874000,US,SF SOLOMON RIVER,"AT OSBORNE, KS",39.42778826,-98.6942395,2012.0,High,39.4312,-98.6938,5096.774,0.381,True,True,True,True,True,basin_geometry_ready,GSIM catchment shapefile archive; local path removed
